sentence,condition,CW- or CWC-congruent
"If the young trainees had loved vegetables, The educators might have fed them with chicken.",CWC,N
"If the young trainees had loved vegetables, The educators would have fed them with beef.",CWC,N
"If the young trainees had loved vegetables, The educators might have fed them with beef.",CWC,N
"If the young trainees had loved vegetables, The educators would have fed them with fish.",CWC,N
"If the young trainees had loved vegetables, The educators might have fed them with fish.",CWC,N
"If the young trainees had loved vegetables, The educators would have fed them with burgers.",CWC,N
"If the young trainees had loved vegetables, The educators might have fed them with burgers.",CWC,N
"If the young trainees had eaten vegetables, people would have fed them with meat.",CWC,N
"If the young trainees had eaten vegetables, people might have fed them with meat.",CWC,N
"If the young trainees had eaten vegetables, people would have fed them with chicken.",CWC,N
"If the young trainees had eaten vegetables, people might have fed them with chicken.",CWC,N
"If the young trainees had eaten vegetables, people would have fed them with beef.",CWC,N
"If the young trainees had eaten vegetables, people might have fed them with beef.",CWC,N
"If the young trainees had eaten vegetables, people would have fed them with fish.",CWC,N
"If the young trainees had eaten vegetables, people might have fed them with fish.",CWC,N
"If the young trainees had eaten vegetables, people would have fed them with burgers.",CWC,N
"If the young trainees had eaten vegetables, people might have fed them with burgers.",CWC,N
"If the young trainees had eaten vegetables, families would have fed them with meat.",CWC,N
"If the young trainees had eaten vegetables, families might have fed them with meat.",CWC,N
"If the young trainees had eaten vegetables, families would have fed them with chicken.",CWC,N
"If the young trainees had eaten vegetables, families might have fed them with chicken.",CWC,N
"If the young trainees had eaten vegetables, families would have fed them with beef.",CWC,N
"If the young trainees had eaten vegetables, families might have fed them with beef.",CWC,N
"If the young trainees had eaten vegetables, families would have fed them with fish.",CWC,N
"If the young trainees had eaten vegetables, families might have fed them with fish.",CWC,N
"If the young trainees had eaten vegetables, families would have fed them with burgers.",CWC,N
"If the young trainees had eaten vegetables, families might have fed them with burgers.",CWC,N
"If the young trainees had eaten vegetables, their mothers would have fed them with meat.",CWC,N
"If the young trainees had eaten vegetables, their mothers might have fed them with meat.",CWC,N
"If the young trainees had eaten vegetables, their mothers would have fed them with chicken.",CWC,N
"If the young trainees had eaten vegetables, their mothers might have fed them with chicken.",CWC,N
"If the young trainees had eaten vegetables, their mothers would have fed them with beef.",CWC,N
"If the young trainees had eaten vegetables, their mothers might have fed them with beef.",CWC,N
"If the young trainees had eaten vegetables, their mothers would have fed them with fish.",CWC,N
"If the young trainees had eaten vegetables, their mothers might have fed them with fish.",CWC,N
"If the young trainees had eaten vegetables, their mothers would have fed them with burgers.",CWC,N
"If the young trainees had eaten vegetables, their mothers might have fed them with burgers.",CWC,N
"If the young trainees had eaten vegetables, The restaurant owners would have fed them with meat.",CWC,N
"If the young trainees had eaten vegetables, The restaurant owners might have fed them with meat.",CWC,N
"If the young trainees had eaten vegetables, The restaurant owners would have fed them with chicken.",CWC,N
"If the young trainees had eaten vegetables, The restaurant owners might have fed them with chicken.",CWC,N
"If the young trainees had eaten vegetables, The restaurant owners would have fed them with beef.",CWC,N
"If the young trainees had eaten vegetables, The restaurant owners might have fed them with beef.",CWC,N
"If the young trainees had eaten vegetables, The restaurant owners would have fed them with fish.",CWC,N
"If the young trainees had eaten vegetables, The restaurant owners might have fed them with fish.",CWC,N
"If the young trainees had eaten vegetables, The restaurant owners would have fed them with burgers.",CWC,N
"If the young trainees had eaten vegetables, The restaurant owners might have fed them with burgers.",CWC,N
"If the young trainees had eaten vegetables, The educators would have fed them with meat.",CWC,N
"If the young trainees had eaten vegetables, The educators might have fed them with meat.",CWC,N
"If the young trainees had eaten vegetables, The educators would have fed them with chicken.",CWC,N
"If the young trainees had eaten vegetables, The educators might have fed them with chicken.",CWC,N
"If the young trainees had eaten vegetables, The educators would have fed them with beef.",CWC,N
"If the young trainees had eaten vegetables, The educators might have fed them with beef.",CWC,N
"If the young trainees had eaten vegetables, The educators would have fed them with fish.",CWC,N
"If the young trainees had eaten vegetables, The educators might have fed them with fish.",CWC,N
"If the young trainees had eaten vegetables, The educators would have fed them with burgers.",CWC,N
"If the young trainees had eaten vegetables, The educators might have fed them with burgers.",CWC,N
"If the young trainees had liked vegetables, people would have fed them with meat.",CWC,N
"If the young trainees had liked vegetables, people might have fed them with meat.",CWC,N
"If the young trainees had liked vegetables, people would have fed them with chicken.",CWC,N
"If the young trainees had liked vegetables, people might have fed them with chicken.",CWC,N
"If the young trainees had liked vegetables, people would have fed them with beef.",CWC,N
"If the young trainees had liked vegetables, people might have fed them with beef.",CWC,N
"If the young trainees had liked vegetables, people would have fed them with fish.",CWC,N
